tool,sample,signature,browserExposure,localExposure,absoluteDifference
deconstructsigs,SP53073,SBS46,0,0,0
deconstructsigs,SP53073,SBS47,0,0,0
deconstructsigs,SP53073,SBS48,0,0,0
deconstructsigs,SP53073,SBS49,0,0,0
deconstructsigs,SP53073,SBS5,0,0,0
deconstructsigs,SP53073,SBS50,0.0162727174655491,0.0162727174655491,0
deconstructsigs,SP53073,SBS51,0.0033692110715509,0.0033692110715509,0
deconstructsigs,SP53073,SBS52,0.00559713773630472,0.00559713773630472,0
deconstructsigs,SP53073,SBS53,0,0,0
deconstructsigs,SP53073,SBS54,0,0,0
deconstructsigs,SP53073,SBS55,0,0,0
deconstructsigs,SP53073,SBS56,0,0,0
deconstructsigs,SP53073,SBS57,0,0,0
deconstructsigs,SP53073,SBS58,0.00224229967505864,0.00224229967505864,0
deconstructsigs,SP53073,SBS59,0,0,0
deconstructsigs,SP53073,SBS6,0.0160122387236054,0.0160122387236054,0
deconstructsigs,SP53073,SBS60,0,0,0
deconstructsigs,SP53073,SBS7a,0,0,0
deconstructsigs,SP53073,SBS7b,0,0,0
deconstructsigs,SP53073,SBS7c,0,0,0
deconstructsigs,SP53073,SBS7d,0,0,0
deconstructsigs,SP53073,SBS8,0.0281078543102392,0.0281078543102392,0
deconstructsigs,SP53073,SBS84,0,0,0
deconstructsigs,SP53073,SBS85,0,0,0
deconstructsigs,SP53073,SBS9,0,0,0
deconstructsigs,SP53387,SBS1,0,0,0
deconstructsigs,SP53387,SBS10a,0.0038184515578177096,0.0038184515578177096,0
deconstructsigs,SP53387,SBS10b,0,0,0
deconstructsigs,SP53387,SBS11,0,0,0
deconstructsigs,SP53387,SBS12,0.0214594819428564,0.0214594819428564,0
deconstructsigs,SP53387,SBS13,0.0857067469622002,0.0857067469622002,0
deconstructsigs,SP53387,SBS14,0.00886880111915702,0.00886880111915702,0
deconstructsigs,SP53387,SBS15,0,0,0
deconstructsigs,SP53387,SBS16,0,0,0
deconstructsigs,SP53387,SBS17a,0,0,0
deconstructsigs,SP53387,SBS17b,0,0,0
deconstructsigs,SP53387,SBS18,0.023475223623859898,0.023475223623859898,0
deconstructsigs,SP53387,SBS19,0.014892118993680098,0.014892118993680098,0
deconstructsigs,SP53387,SBS2,0.20443233227798596,0.20443233227798596,0
deconstructsigs,SP53387,SBS20,0,0,0
deconstructsigs,SP53387,SBS21,0,0,0
deconstructsigs,SP53387,SBS22,0.011832903503726299,0.011832903503726299,0
deconstructsigs,SP53387,SBS23,0,0,0
deconstructsigs,SP53387,SBS24,0,0,0
deconstructsigs,SP53387,SBS25,0,0,0
deconstructsigs,SP53387,SBS26,0.0020208877376687,0.0020208877376687,0
deconstructsigs,SP53387,SBS27,0,0,0
deconstructsigs,SP53387,SBS28,0,0,0
deconstructsigs,SP53387,SBS29,0.051363676293171096,0.051363676293171096,0
deconstructsigs,SP53387,SBS3,0,0,0
deconstructsigs,SP53387,SBS30,0.0377872163806444,0.0377872163806444,0
deconstructsigs,SP53387,SBS31,0,0,0
deconstructsigs,SP53387,SBS32,0,0,0
deconstructsigs,SP53387,SBS33,0,0,0
deconstructsigs,SP53387,SBS34,0,0,0
deconstructsigs,SP53387,SBS35,0,0,0
deconstructsigs,SP53387,SBS36,0,0,0
deconstructsigs,SP53387,SBS37,0,0,0
deconstructsigs,SP53387,SBS38,0,0,0
deconstructsigs,SP53387,SBS39,0.0213860053970478,0.0213860053970478,0
deconstructsigs,SP53387,SBS4,0.284266059611285,0.284266059611285,0
deconstructsigs,SP53387,SBS40,0.130203390580692,0.130203390580692,0
deconstructsigs,SP53387,SBS41,0,0,0
deconstructsigs,SP53387,SBS42,0,0,0
deconstructsigs,SP53387,SBS43,0,0,0
deconstructsigs,SP53387,SBS44,0,0,0
deconstructsigs,SP53387,SBS45,0,0,0
deconstructsigs,SP53387,SBS46,0,0,0
deconstructsigs,SP53387,SBS47,0,0,0
deconstructsigs,SP53387,SBS48,0,0,0
deconstructsigs,SP53387,SBS49,0,0,0
deconstructsigs,SP53387,SBS5,0,0,0
deconstructsigs,SP53387,SBS50,0.014073935375875698,0.014073935375875698,0
deconstructsigs,SP53387,SBS51,0.013537402705155898,0.013537402705155898,0
deconstructsigs,SP53387,SBS52,0,0,0
deconstructsigs,SP53387,SBS53,0.0055967413086734,0.0055967413086734,0
deconstructsigs,SP53387,SBS54,0,0,0
deconstructsigs,SP53387,SBS55,0,0,0
deconstructsigs,SP53387,SBS56,0,0,0
deconstructsigs,SP53387,SBS57,0,0,0
deconstructsigs,SP53387,SBS58,0,0,0
deconstructsigs,SP53387,SBS59,0,0,0
deconstructsigs,SP53387,SBS6,0.0107013617431372,0.0107013617431372,0
deconstructsigs,SP53387,SBS60,0,0,0
deconstructsigs,SP53387,SBS7a,0,0,0
deconstructsigs,SP53387,SBS7b,0,0,0
deconstructsigs,SP53387,SBS7c,0,0,0
deconstructsigs,SP53387,SBS7d,0,0,0
deconstructsigs,SP53387,SBS8,0.049587599046021294,0.049587599046021294,0
deconstructsigs,SP53387,SBS84,0,0,0
deconstructsigs,SP53387,SBS85,0.00498966383934389,0.00498966383934389,0
deconstructsigs,SP53387,SBS9,0,0,0
deconstructsigs,SP53460,SBS1,0,0,0
deconstructsigs,SP53460,SBS10a,0,0,0
deconstructsigs,SP53460,SBS10b,0,0,0
deconstructsigs,SP53460,SBS11,0,0,0
deconstructsigs,SP53460,SBS12,0.004585010331554222,0.004585010331554222,0
deconstructsigs,SP53460,SBS13,0.024469215045179408,0.024469215045179408,0
deconstructsigs,SP53460,SBS14,0.014063970474973004,0.014063970474973004,0
deconstructsigs,SP53460,SBS15,0,0,0
deconstructsigs,SP53460,SBS16,0.016086603932124008,0.016086603932124008,0
deconstructsigs,SP53460,SBS17a,0,0,0
deconstructsigs,SP53460,SBS17b,0,0,0
deconstructsigs,SP53460,SBS18,0.08887579548583713,0.08887579548583713,0
deconstructsigs,SP53460,SBS19,0.013508589514905503,0.013508589514905503,0
deconstructsigs,SP53460,SBS2,0.017129732356654905,0.017129732356654905,0
deconstructsigs,SP53460,SBS20,0,0,0
deconstructsigs,SP53460,SBS21,0,0,0
deconstructsigs,SP53460,SBS22,0,0,0
deconstructsigs,SP53460,SBS23,0,0,0
deconstructsigs,SP53460,SBS24,0,0,0
deconstructsigs,SP53460,SBS25,0.012376414288876404,0.012376414288876404,0
deconstructsigs,SP53460,SBS26,0,0,0
deconstructsigs,SP53460,SBS27,0.010502243457144204,0.010502243457144204,0
deconstructsigs,SP53460,SBS28,0,0,0
deconstructsigs,SP53460,SBS29,0,0,0
deconstructsigs,SP53460,SBS3,0,0,0
deconstructsigs,SP53460,SBS30,0.006626829122658882,0.006626829122658882,0
deconstructsigs,SP53460,SBS31,0,0,0
deconstructsigs,SP53460,SBS32,0.0035083993303473408,0.0035083993303473408,0
deconstructsigs,SP53460,SBS33,0,0,0
deconstructsigs,SP53460,SBS34,0,0,0
deconstructsigs,SP53460,SBS35,0,0,0
deconstructsigs,SP53460,SBS36,0.002807163292285901,0.002807163292285901,0
deconstructsigs,SP53460,SBS37,0,0,0
deconstructsigs,SP53460,SBS38,0,0,0
deconstructsigs,SP53460,SBS39,0.019853176823946606,0.019853176823946606,0
deconstructsigs,SP53460,SBS4,0.4837418207849341,0.4837418207849341,0
deconstructsigs,SP53460,SBS40,0.13909418698011605,0.13909418698011605,0
deconstructsigs,SP53460,SBS41,0,0,0
deconstructsigs,SP53460,SBS42,0,0,0
deconstructsigs,SP53460,SBS43,0,0,0
deconstructsigs,SP53460,SBS44,0,0,0
deconstructsigs,SP53460,SBS45,0,0,0
deconstructsigs,SP53460,SBS46,0,0,0
deconstructsigs,SP53460,SBS47,0.002242863887284141,0.002242863887284141,0
deconstructsigs,SP53460,SBS48,0,0,0
deconstructsigs,SP53460,SBS49,0,0,0
deconstructsigs,SP53460,SBS5,0,0,0
deconstructsigs,SP53460,SBS50,0.030827088943596807,0.030827088943596807,0
deconstructsigs,SP53460,SBS51,0.020739291213104905,0.020739291213104905,0
deconstructsigs,SP53460,SBS52,0.0018247279700240304,0.0018247279700240304,0
deconstructsigs,SP53460,SBS53,0.002793873917976711,0.002793873917976711,0
deconstructsigs,SP53460,SBS54,0,0,0
deconstructsigs,SP53460,SBS55,0,0,0
deconstructsigs,SP53460,SBS56,0,0,0
deconstructsigs,SP53460,SBS57,0,0,0
deconstructsigs,SP53460,SBS58,0.008234831377725354,0.008234831377725354,0
deconstructsigs,SP53460,SBS59,0,0,0
deconstructsigs,SP53460,SBS6,0,0,0
deconstructsigs,SP53460,SBS60,0,0,0
deconstructsigs,SP53460,SBS7a,0,0,0
deconstructsigs,SP53460,SBS7b,0,0,0
deconstructsigs,SP53460,SBS7c,0,0,0
deconstructsigs,SP53460,SBS7d,0,0,0
deconstructsigs,SP53460,SBS8,0.07610817146875053,0.07610817146875053,0
deconstructsigs,SP53460,SBS84,0,0,0
deconstructsigs,SP53460,SBS85,0,0,0
deconstructsigs,SP53460,SBS9,0,0,0
deconstructsigs,SP53548,SBS1,0.024765051988727298,0.024765051988727298,0
deconstructsigs,SP53548,SBS10a,0.010490785866568096,0.010490785866568096,0
deconstructsigs,SP53548,SBS10b,0,0,0
deconstructsigs,SP53548,SBS11,0,0,0
deconstructsigs,SP53548,SBS12,0.013042664197522797,0.013042664197522797,0
deconstructsigs,SP53548,SBS13,0,0,0
deconstructsigs,SP53548,SBS14,0,0,0
deconstructsigs,SP53548,SBS15,0.004755201806762729,0.004755201806762729,0
deconstructsigs,SP53548,SBS16,0,0,0
deconstructsigs,SP53548,SBS17a,0.06196110640735698,0.06196110640735698,0
deconstructsigs,SP53548,SBS17b,0.15930850135457394,0.15930850135457394,0
deconstructsigs,SP53548,SBS18,0,0,0
deconstructsigs,SP53548,SBS19,0,0,0
deconstructsigs,SP53548,SBS2,0.013550059736507799,0.013550059736507799,0
deconstructsigs,SP53548,SBS20,0,0,0
deconstructsigs,SP53548,SBS21,0,0,0
deconstructsigs,SP53548,SBS22,0.008024224680212218,0.008024224680212218,0
deconstructsigs,SP53548,SBS23,0,0,0
deconstructsigs,SP53548,SBS24,0,0,0
deconstructsigs,SP53548,SBS25,0,0,0
deconstructsigs,SP53548,SBS26,0.0062065590618075395,0.0062065590618075395,0
deconstructsigs,SP53548,SBS27,0,0,0
deconstructsigs,SP53548,SBS28,0.25852084586644597,0.25852084586644597,0
deconstructsigs,SP53548,SBS29,0,0,0
deconstructsigs,SP53548,SBS3,0,0,0
deconstructsigs,SP53548,SBS30,0.062193516606084284,0.062193516606084284,0
deconstructsigs,SP53548,SBS31,0,0,0
deconstructsigs,SP53548,SBS32,0,0,0
deconstructsigs,SP53548,SBS33,0,0,0
deconstructsigs,SP53548,SBS34,0,0,0
deconstructsigs,SP53548,SBS35,0,0,0
deconstructsigs,SP53548,SBS36,0,0,0
deconstructsigs,SP53548,SBS37,0.03935323564951609,0.03935323564951609,0
deconstructsigs,SP53548,SBS38,0,0,0
deconstructsigs,SP53548,SBS39,0.019430789048565596,0.019430789048565596,0
deconstructsigs,SP53548,SBS4,0,0,0
deconstructsigs,SP53548,SBS40,0.04755282776933999,0.04755282776933999,0
deconstructsigs,SP53548,SBS41,0.020095760548435593,0.020095760548435593,0
deconstructsigs,SP53548,SBS42,0,0,0
deconstructsigs,SP53548,SBS43,0,0,0
deconstructsigs,SP53548,SBS44,0.03726417114921869,0.03726417114921869,0
deconstructsigs,SP53548,SBS45,0,0,0
deconstructsigs,SP53548,SBS46,0.11887904314719697,0.11887904314719697,0
deconstructsigs,SP53548,SBS47,0,0,0
deconstructsigs,SP53548,SBS48,0,0,0
deconstructsigs,SP53548,SBS49,0,0,0
deconstructsigs,SP53548,SBS5,0,0,0
deconstructsigs,SP53548,SBS50,0,0,0
deconstructsigs,SP53548,SBS51,0.006690037467523799,0.006690037467523799,0
deconstructsigs,SP53548,SBS52,0,0,0
deconstructsigs,SP53548,SBS53,0,0,0
deconstructsigs,SP53548,SBS54,0,0,0
deconstructsigs,SP53548,SBS55,0,0,0
deconstructsigs,SP53548,SBS56,0,0,0
deconstructsigs,SP53548,SBS57,0.006341228618459349,0.006341228618459349,0
deconstructsigs,SP53548,SBS58,0.019641908212485595,0.019641908212485595,0
deconstructsigs,SP53548,SBS59,0,0,0
deconstructsigs,SP53548,SBS6,0,0,0
deconstructsigs,SP53548,SBS60,0,0,0
deconstructsigs,SP53548,SBS7a,0,0,0
deconstructsigs,SP53548,SBS7b,0,0,0
deconstructsigs,SP53548,SBS7c,0.021854428312190494,0.021854428312190494,0
deconstructsigs,SP53548,SBS7d,0,0,0
deconstructsigs,SP53548,SBS8,0.040078023616325585,0.040078023616325585,0
deconstructsigs,SP53548,SBS84,0,0,0
deconstructsigs,SP53548,SBS85,0,0,0
deconstructsigs,SP53548,SBS9,2.8888172681031492e-8,2.8888172681031492e-8,0
deconstructsigs,SP53618,SBS1,0,0,0
deconstructsigs,SP53618,SBS10a,0,0,0
deconstructsigs,SP53618,SBS10b,0,0,0
deconstructsigs,SP53618,SBS11,0,0,0
deconstructsigs,SP53618,SBS12,0.010604754675612501,0.010604754675612501,0
deconstructsigs,SP53618,SBS13,0,0,0
deconstructsigs,SP53618,SBS14,0.0061745951250903215,0.0061745951250903215,0
deconstructsigs,SP53618,SBS15,0,0,0
deconstructsigs,SP53618,SBS16,0.02448489775240501,0.02448489775240501,0
deconstructsigs,SP53618,SBS17a,0,0,0
deconstructsigs,SP53618,SBS17b,0,0,0
deconstructsigs,SP53618,SBS18,0.06521006537634522,0.06521006537634522,0
deconstructsigs,SP53618,SBS19,0.013720474441973704,0.013720474441973704,0
deconstructsigs,SP53618,SBS2,0.009011806495509802,0.009011806495509802,0
deconstructsigs,SP53618,SBS20,0,0,0
deconstructsigs,SP53618,SBS21,0,0,0
deconstructsigs,SP53618,SBS22,0,0,0
deconstructsigs,SP53618,SBS23,0,0,0
deconstructsigs,SP53618,SBS24,0,0,0
deconstructsigs,SP53618,SBS25,0,0,0
deconstructsigs,SP53618,SBS26,0,0,0
deconstructsigs,SP53618,SBS27,0,0,0
deconstructsigs,SP53618,SBS28,0,0,0
deconstructsigs,SP53618,SBS29,0.03936645072980711,0.03936645072980711,0
deconstructsigs,SP53618,SBS3,0,0,0
deconstructsigs,SP53618,SBS30,0.0029054119913169705,0.0029054119913169705,0
deconstructsigs,SP53618,SBS31,0,0,0
deconstructsigs,SP53618,SBS32,0.009937819207233523,0.009937819207233523,0
deconstructsigs,SP53618,SBS33,0,0,0
deconstructsigs,SP53618,SBS34,0,0,0
deconstructsigs,SP53618,SBS35,0,0,0
deconstructsigs,SP53618,SBS36,0.016409540874903105,0.016409540874903105,0
deconstructsigs,SP53618,SBS37,0,0,0
deconstructsigs,SP53618,SBS38,0,0,0
deconstructsigs,SP53618,SBS39,0.05380627687051901,0.05380627687051901,0
deconstructsigs,SP53618,SBS4,0.5967093397786921,0.5967093397786921,0
deconstructsigs,SP53618,SBS40,0.09556814073019193,0.09556814073019193,0
deconstructsigs,SP53618,SBS41,0,0,0
deconstructsigs,SP53618,SBS42,0,0,0
deconstructsigs,SP53618,SBS43,0,0,0
deconstructsigs,SP53618,SBS44,0,0,0
deconstructsigs,SP53618,SBS45,0,0,0
deconstructsigs,SP53618,SBS46,0,0,0
deconstructsigs,SP53618,SBS47,0,0,0
deconstructsigs,SP53618,SBS48,0,0,0
deconstructsigs,SP53618,SBS49,0,0,0
deconstructsigs,SP53618,SBS5,0,0,0
deconstructsigs,SP53618,SBS50,0.03283216683040731,0.03283216683040731,0
deconstructsigs,SP53618,SBS51,0.021803364459497203,0.021803364459497203,0
deconstructsigs,SP53618,SBS52,0.0014548946604951102,0.0014548946604951102,0
deconstructsigs,SP53618,SBS53,0,0,0
deconstructsigs,SP53618,SBS54,0,0,0
deconstructsigs,SP53618,SBS55,0,0,0
deconstructsigs,SP53618,SBS56,0,0,0
deconstructsigs,SP53618,SBS57,0,0,0
deconstructsigs,SP53618,SBS58,0,0,0
deconstructsigs,SP53618,SBS59,0,0,0
deconstructsigs,SP53618,SBS6,0,0,0
deconstructsigs,SP53618,SBS60,0,0,0
deconstructsigs,SP53618,SBS7a,0,0,0
deconstructsigs,SP53618,SBS7b,0,0,0
deconstructsigs,SP53618,SBS7c,0,0,0
deconstructsigs,SP53618,SBS7d,0,0,0
deconstructsigs,SP53618,SBS8,0,0,0
deconstructsigs,SP53618,SBS84,0,0,0
deconstructsigs,SP53618,SBS85,0,0,0
deconstructsigs,SP53618,SBS9,0,0,0
deconstructsigs,SP53810,SBS1,0,0,0
deconstructsigs,SP53810,SBS10a,0,0,0
deconstructsigs,SP53810,SBS10b,0,0,0
deconstructsigs,SP53810,SBS11,0,0,0
deconstructsigs,SP53810,SBS12,0,0,0
deconstructsigs,SP53810,SBS13,0,0,0
deconstructsigs,SP53810,SBS14,0.019156617815287904,0.019156617815287904,0
deconstructsigs,SP53810,SBS15,0,0,0
deconstructsigs,SP53810,SBS16,0,0,0
deconstructsigs,SP53810,SBS17a,0,0,0
deconstructsigs,SP53810,SBS17b,0,0,0
deconstructsigs,SP53810,SBS18,0.04761665967376541,0.04761665967376541,0
deconstructsigs,SP53810,SBS19,0,0,0
deconstructsigs,SP53810,SBS2,0,0,0
deconstructsigs,SP53810,SBS20,0.014318521254344302,0.014318521254344302,0
deconstructsigs,SP53810,SBS21,0,0,0
deconstructsigs,SP53810,SBS22,0.030509725743829604,0.030509725743829604,0
deconstructsigs,SP53810,SBS23,0,0,0
deconstructsigs,SP53810,SBS24,0,0,0
deconstructsigs,SP53810,SBS25,0.009970538411683052,0.009970538411683052,0
deconstructsigs,SP53810,SBS26,0,0,0
deconstructsigs,SP53810,SBS27,0,0,0
deconstructsigs,SP53810,SBS28,0,0,0
deconstructsigs,SP53810,SBS29,0,0,0
deconstructsigs,SP53810,SBS3,0,0,0
deconstructsigs,SP53810,SBS30,0,0,0
deconstructsigs,SP53810,SBS31,0,0,0
deconstructsigs,SP53810,SBS32,0,0,0
deconstructsigs,SP53810,SBS33,0,0,0
deconstructsigs,SP53810,SBS34,0,0,0
deconstructsigs,SP53810,SBS35,0,0,0
deconstructsigs,SP53810,SBS36,0.011424721810302702,0.011424721810302702,0
deconstructsigs,SP53810,SBS37,0,0,0
deconstructsigs,SP53810,SBS38,0,0,0
deconstructsigs,SP53810,SBS39,0.019412161449765403,0.019412161449765403,0
deconstructsigs,SP53810,SBS4,0.7549093390905081,0.7549093390905081,0
deconstructsigs,SP53810,SBS40,0.07192922524263752,0.07192922524263752,0
deconstructsigs,SP53810,SBS41,0,0,0
deconstructsigs,SP53810,SBS42,0,0,0
deconstructsigs,SP53810,SBS43,0,0,0
deconstructsigs,SP53810,SBS44,0,0,0
deconstructsigs,SP53810,SBS45,0,0,0
deconstructsigs,SP53810,SBS46,0,0,0
deconstructsigs,SP53810,SBS47,0,0,0
deconstructsigs,SP53810,SBS48,0,0,0
deconstructsigs,SP53810,SBS49,0,0,0
deconstructsigs,SP53810,SBS5,0,0,0
deconstructsigs,SP53810,SBS50,0,0,0
deconstructsigs,SP53810,SBS51,0.005927561959987851,0.005927561959987851,0
deconstructsigs,SP53810,SBS52,0,0,0
deconstructsigs,SP53810,SBS53,0,0,0
deconstructsigs,SP53810,SBS54,0,0,0
deconstructsigs,SP53810,SBS55,0,0,0
deconstructsigs,SP53810,SBS56,0.004012868260685121,0.004012868260685121,0
deconstructsigs,SP53810,SBS57,0,0,0
deconstructsigs,SP53810,SBS58,0.010812059287203002,0.010812059287203002,0
deconstructsigs,SP53810,SBS59,0,0,0
deconstructsigs,SP53810,SBS6,0,0,0
deconstructsigs,SP53810,SBS60,0,0,0
deconstructsigs,SP53810,SBS7a,0,0,0
deconstructsigs,SP53810,SBS7b,0,0,0
deconstructsigs,SP53810,SBS7c,0,0,0
deconstructsigs,SP53810,SBS7d,0,0,0
deconstructsigs,SP53810,SBS8,0,0,0
deconstructsigs,SP53810,SBS84,0,0,0
deconstructsigs,SP53810,SBS85,0,0,0
deconstructsigs,SP53810,SBS9,0,0,0
deconstructsigs,SP54113,SBS1,0,0,0
deconstructsigs,SP54113,SBS10a,0,0,0
deconstructsigs,SP54113,SBS10b,0,0,0
deconstructsigs,SP54113,SBS11,0,0,0
deconstructsigs,SP54113,SBS12,0.0159107071278488,0.0159107071278488,0
deconstructsigs,SP54113,SBS13,0.0508807838641085,0.0508807838641085,0
deconstructsigs,SP54113,SBS14,0,0,0
deconstructsigs,SP54113,SBS15,0,0,0
deconstructsigs,SP54113,SBS16,0.0206125807097261,0.0206125807097261,0
deconstructsigs,SP54113,SBS17a,0,0,0
deconstructsigs,SP54113,SBS17b,0,0,0
deconstructsigs,SP54113,SBS18,0.0491128880039299,0.0491128880039299,0
deconstructsigs,SP54113,SBS19,0.029262128923851,0.029262128923851,0
deconstructsigs,SP54113,SBS2,0.0416468164540084,0.0416468164540084,0
deconstructsigs,SP54113,SBS20,0,0,0
deconstructsigs,SP54113,SBS21,0,0,0
deconstructsigs,SP54113,SBS22,0.00872786502568077,0.00872786502568077,0
deconstructsigs,SP54113,SBS23,0,0,0
deconstructsigs,SP54113,SBS24,0,0,0
deconstructsigs,SP54113,SBS25,0.0249502716973142,0.0249502716973142,0
deconstructsigs,SP54113,SBS26,0.0365509612133982,0.0365509612133982,0
deconstructsigs,SP54113,SBS27,0.00577085647173887,0.00577085647173887,0
deconstructsigs,SP54113,SBS28,0,0,0
deconstructsigs,SP54113,SBS29,0.0510032274454757,0.0510032274454757,0
deconstructsigs,SP54113,SBS3,0,0,0
deconstructsigs,SP54113,SBS30,0.00971206734913064,0.00971206734913064,0
deconstructsigs,SP54113,SBS31,0,0,0
deconstructsigs,SP54113,SBS32,0.00909667278347254,0.00909667278347254,0
deconstructsigs,SP54113,SBS33,0,0,0
deconstructsigs,SP54113,SBS34,0,0,0
deconstructsigs,SP54113,SBS35,0,0,0
deconstructsigs,SP54113,SBS36,0,0,0
deconstructsigs,SP54113,SBS37,0,0,0
deconstructsigs,SP54113,SBS38,0,0,0
deconstructsigs,SP54113,SBS39,0.0685870589753881,0.0685870589753881,0
deconstructsigs,SP54113,SBS4,0.38014544866785,0.38014544866785,0
deconstructsigs,SP54113,SBS40,0.13460835876663,0.13460835876663,0
deconstructsigs,SP54113,SBS41,0,0,0
deconstructsigs,SP54113,SBS42,0,0,0
deconstructsigs,SP54113,SBS43,0,0,0
deconstructsigs,SP54113,SBS44,0.00239356810833124,0.00239356810833124,0
deconstructsigs,SP54113,SBS45,0,0,0
deconstructsigs,SP54113,SBS46,0,0,0
deconstructsigs,SP54113,SBS47,0,0,0
deconstructsigs,SP54113,SBS48,0,0,0
deconstructsigs,SP54113,SBS49,0,0,0
deconstructsigs,SP54113,SBS5,0,0,0
deconstructsigs,SP54113,SBS50,0.0143045067645276,0.0143045067645276,0
deconstructsigs,SP54113,SBS51,0.0145579487299248,0.0145579487299248,0
deconstructsigs,SP54113,SBS52,0,0,0
deconstructsigs,SP54113,SBS53,0.00509348402720625,0.00509348402720625,0
deconstructsigs,SP54113,SBS54,0.00363713388133285,0.00363713388133285,0
deconstructsigs,SP54113,SBS55,0,0,0
deconstructsigs,SP54113,SBS56,0,0,0
deconstructsigs,SP54113,SBS57,0,0,0
deconstructsigs,SP54113,SBS58,0.00951480988215823,0.00951480988215823,0
deconstructsigs,SP54113,SBS59,0,0,0
deconstructsigs,SP54113,SBS6,0,0,0
deconstructsigs,SP54113,SBS60,0,0,0
deconstructsigs,SP54113,SBS7a,0,0,0
deconstructsigs,SP54113,SBS7b,0,0,0
deconstructsigs,SP54113,SBS7c,0,0,0
deconstructsigs,SP54113,SBS7d,0,0,0
deconstructsigs,SP54113,SBS8,0.0139198551269674,0.0139198551269674,0
deconstructsigs,SP54113,SBS84,0,0,0
deconstructsigs,SP54113,SBS85,0,0,0
deconstructsigs,SP54113,SBS9,0,0,0
deconstructsigs,SP54363,SBS1,0,0,0
deconstructsigs,SP54363,SBS10a,0.0011978087523665405,0.0011978087523665405,0
deconstructsigs,SP54363,SBS10b,0,0,0
deconstructsigs,SP54363,SBS11,0,0,0
deconstructsigs,SP54363,SBS12,0.004042235649847622,0.004042235649847622,0
deconstructsigs,SP54363,SBS13,0.09113687825134052,0.09113687825134052,0
deconstructsigs,SP54363,SBS14,0.02501950712566661,0.02501950712566661,0
deconstructsigs,SP54363,SBS15,0,0,0
deconstructsigs,SP54363,SBS16,0.015092320432973205,0.015092320432973205,0
deconstructsigs,SP54363,SBS17a,0,0,0
deconstructsigs,SP54363,SBS17b,0,0,0
deconstructsigs,SP54363,SBS18,0.08001824702090633,0.08001824702090633,0
deconstructsigs,SP54363,SBS19,0.012159940588326406,0.012159940588326406,0
deconstructsigs,SP54363,SBS2,0.10554542527526205,0.10554542527526205,0
deconstructsigs,SP54363,SBS20,0,0,0
deconstructsigs,SP54363,SBS21,0,0,0
deconstructsigs,SP54363,SBS22,0,0,0
deconstructsigs,SP54363,SBS23,0,0,0
deconstructsigs,SP54363,SBS24,0,0,0
deconstructsigs,SP54363,SBS25,0.011613735244245303,0.011613735244245303,0
deconstructsigs,SP54363,SBS26,0.012321706679683705,0.012321706679683705,0
deconstructsigs,SP54363,SBS27,0,0,0
deconstructsigs,SP54363,SBS28,0,0,0
deconstructsigs,SP54363,SBS29,0.006682825083520042,0.006682825083520042,0
deconstructsigs,SP54363,SBS3,0,0,0
deconstructsigs,SP54363,SBS30,0.009027732933751033,0.009027732933751033,0
deconstructsigs,SP54363,SBS31,0,0,0
deconstructsigs,SP54363,SBS32,0,0,0
deconstructsigs,SP54363,SBS33,0,0,0
deconstructsigs,SP54363,SBS34,0,0,0
deconstructsigs,SP54363,SBS35,0,0,0
deconstructsigs,SP54363,SBS36,0,0,0
deconstructsigs,SP54363,SBS37,0,0,0
deconstructsigs,SP54363,SBS38,0,0,0
deconstructsigs,SP54363,SBS39,0.019647795728193106,0.019647795728193106,0
deconstructsigs,SP54363,SBS4,0.3731439960695421,0.3731439960695421,0
deconstructsigs,SP54363,SBS40,0.11804347406400505,0.11804347406400505,0
deconstructsigs,SP54363,SBS41,0,0,0
deconstructsigs,SP54363,SBS42,0,0,0
deconstructsigs,SP54363,SBS43,0,0,0
deconstructsigs,SP54363,SBS44,0,0,0
deconstructsigs,SP54363,SBS45,0,0,0
deconstructsigs,SP54363,SBS46,0,0,0
deconstructsigs,SP54363,SBS47,0,0,0
deconstructsigs,SP54363,SBS48,0,0,0
deconstructsigs,SP54363,SBS49,0,0,0
deconstructsigs,SP54363,SBS5,0,0,0
deconstructsigs,SP54363,SBS50,0.02868635131048821,0.02868635131048821,0
deconstructsigs,SP54363,SBS51,0.02671636270048671,0.02671636270048671,0
deconstructsigs,SP54363,SBS52,0,0,0
deconstructsigs,SP54363,SBS53,0,0,0
deconstructsigs,SP54363,SBS54,0,0,0
deconstructsigs,SP54363,SBS55,0,0,0
deconstructsigs,SP54363,SBS56,0,0,0
deconstructsigs,SP54363,SBS57,0,0,0
deconstructsigs,SP54363,SBS58,0,0,0
deconstructsigs,SP54363,SBS59,0,0,0
deconstructsigs,SP54363,SBS6,0.013057127048695206,0.013057127048695206,0
deconstructsigs,SP54363,SBS60,0,0,0
deconstructsigs,SP54363,SBS7a,0,0,0
deconstructsigs,SP54363,SBS7b,0,0,0
deconstructsigs,SP54363,SBS7c,0,0,0
deconstructsigs,SP54363,SBS7d,0,0,0
deconstructsigs,SP54363,SBS8,0.04684653004070041,0.04684653004070041,0
deconstructsigs,SP54363,SBS84,0,0,0
deconstructsigs,SP54363,SBS85,0,0,0
deconstructsigs,SP54363,SBS9,0,0,0
deconstructsigs,SP54745,SBS1,0,0,0
deconstructsigs,SP54745,SBS10a,0.001980441250240598,0.001980441250240598,0
