tool,sample,signature,browserExposure,localExposure,absoluteDifference
sigminer,SP56079,SBS32,0,0,0
sigminer,SP56079,SBS33,0.000230999307002079,0.000230999307002079,0
sigminer,SP56079,SBS34,0,0,0
sigminer,SP56079,SBS35,0,0,0
sigminer,SP56079,SBS36,0.00032599902200293403,0.00032599902200293403,0
sigminer,SP56079,SBS37,0,0,0
sigminer,SP56079,SBS38,0,0,0
sigminer,SP56079,SBS39,0.09170072489782533,0.09170072489782533,0
sigminer,SP56079,SBS4,0.5544173367479898,0.5544173367479898,0
sigminer,SP56079,SBS40,0.029843910468268595,0.029843910468268595,0
sigminer,SP56079,SBS41,0,0,0
sigminer,SP56079,SBS42,0,0,0
sigminer,SP56079,SBS43,0,0,0
sigminer,SP56079,SBS44,0,0,0
sigminer,SP56079,SBS45,0,0,0
sigminer,SP56079,SBS46,0,0,0
sigminer,SP56079,SBS47,0,0,0
sigminer,SP56079,SBS48,0,0,0
sigminer,SP56079,SBS49,0,0,0
sigminer,SP56079,SBS5,0,0,0
sigminer,SP56079,SBS50,0.016541950374148878,0.016541950374148878,0
sigminer,SP56079,SBS51,0,0,0
sigminer,SP56079,SBS52,0,0,0
sigminer,SP56079,SBS53,0,0,0
sigminer,SP56079,SBS54,0.005431983704048888,0.005431983704048888,0
sigminer,SP56079,SBS55,0,0,0
sigminer,SP56079,SBS56,0,0,0
sigminer,SP56079,SBS57,0,0,0
sigminer,SP56079,SBS58,0.012912961261116218,0.012912961261116218,0
sigminer,SP56079,SBS59,0.002050993847018459,0.002050993847018459,0
sigminer,SP56079,SBS6,0.00005999982000054,0.00005999982000054,0
sigminer,SP56079,SBS60,0,0,0
sigminer,SP56079,SBS7a,0.000135999592001224,0.000135999592001224,0
sigminer,SP56079,SBS7b,0.007060978817063549,0.007060978817063549,0
sigminer,SP56079,SBS7c,0,0,0
sigminer,SP56079,SBS7d,0.002318993043020871,0.002318993043020871,0
sigminer,SP56079,SBS8,0.03576089271732185,0.03576089271732185,0
sigminer,SP56079,SBS84,0,0,0
sigminer,SP56079,SBS85,0,0,0
sigminer,SP56079,SBS9,0,0,0
sigminer,SP56168,SBS1,0.012734,0.012734,0
sigminer,SP56168,SBS10a,0,0,0
sigminer,SP56168,SBS10b,0.005414,0.005414,0
sigminer,SP56168,SBS11,0,0,0
sigminer,SP56168,SBS12,0.01844,0.01844,0
sigminer,SP56168,SBS13,0.287131,0.287131,0
sigminer,SP56168,SBS14,0.001611,0.001611,0
sigminer,SP56168,SBS15,0.005268,0.005268,0
sigminer,SP56168,SBS16,0.012207,0.012207,0
sigminer,SP56168,SBS17a,0,0,0
sigminer,SP56168,SBS17b,0.004786,0.004786,0
sigminer,SP56168,SBS18,0.037779,0.037779,0
sigminer,SP56168,SBS19,0.021107,0.021107,0
sigminer,SP56168,SBS2,0.342962,0.342962,0
sigminer,SP56168,SBS20,0.001041,0.001041,0
sigminer,SP56168,SBS21,0.003538,0.003538,0
sigminer,SP56168,SBS22,0.005041,0.005041,0
sigminer,SP56168,SBS23,0,0,0
sigminer,SP56168,SBS24,0,0,0
sigminer,SP56168,SBS25,0,0,0
sigminer,SP56168,SBS26,0,0,0
sigminer,SP56168,SBS27,0.001779,0.001779,0
sigminer,SP56168,SBS28,0.002591,0.002591,0
sigminer,SP56168,SBS29,0.013526,0.013526,0
sigminer,SP56168,SBS3,0.003854,0.003854,0
sigminer,SP56168,SBS30,0.048464,0.048464,0
sigminer,SP56168,SBS31,0,0,0
sigminer,SP56168,SBS32,0,0,0
sigminer,SP56168,SBS33,0.001039,0.001039,0
sigminer,SP56168,SBS34,0.005014,0.005014,0
sigminer,SP56168,SBS35,0,0,0
sigminer,SP56168,SBS36,0,0,0
sigminer,SP56168,SBS37,0.008431,0.008431,0
sigminer,SP56168,SBS38,0,0,0
sigminer,SP56168,SBS39,0.056287,0.056287,0
sigminer,SP56168,SBS4,0,0,0
sigminer,SP56168,SBS40,0,0,0
sigminer,SP56168,SBS41,0,0,0
sigminer,SP56168,SBS42,0,0,0
sigminer,SP56168,SBS43,0.000965,0.000965,0
sigminer,SP56168,SBS44,0.014426,0.014426,0
sigminer,SP56168,SBS45,0,0,0
sigminer,SP56168,SBS46,0.008593,0.008593,0
sigminer,SP56168,SBS47,0,0,0
sigminer,SP56168,SBS48,0,0,0
sigminer,SP56168,SBS49,0,0,0
sigminer,SP56168,SBS5,0,0,0
sigminer,SP56168,SBS50,0,0,0
sigminer,SP56168,SBS51,0,0,0
sigminer,SP56168,SBS52,0,0,0
sigminer,SP56168,SBS53,0.001354,0.001354,0
sigminer,SP56168,SBS54,0.001096,0.001096,0
sigminer,SP56168,SBS55,0,0,0
sigminer,SP56168,SBS56,0,0,0
sigminer,SP56168,SBS57,0,0,0
sigminer,SP56168,SBS58,0,0,0
sigminer,SP56168,SBS59,0,0,0
sigminer,SP56168,SBS6,0,0,0
sigminer,SP56168,SBS60,0,0,0
sigminer,SP56168,SBS7a,0.004247,0.004247,0
sigminer,SP56168,SBS7b,0,0,0
sigminer,SP56168,SBS7c,0,0,0
sigminer,SP56168,SBS7d,0,0,0
sigminer,SP56168,SBS8,0.058264,0.058264,0
sigminer,SP56168,SBS84,0,0,0
sigminer,SP56168,SBS85,0,0,0
sigminer,SP56168,SBS9,0.011011,0.011011,0
sigminer,SP56303,SBS1,0.041129917740164536,0.041129917740164536,0
sigminer,SP56303,SBS10a,0,0,0
sigminer,SP56303,SBS10b,0.00020199959600080807,0.00020199959600080807,0
sigminer,SP56303,SBS11,0,0,0
sigminer,SP56303,SBS12,0.008069983860032284,0.008069983860032284,0
sigminer,SP56303,SBS13,0.04283091433817134,0.04283091433817134,0
sigminer,SP56303,SBS14,0,0,0
sigminer,SP56303,SBS15,0.002643994712010577,0.002643994712010577,0
sigminer,SP56303,SBS16,0.016144967710064587,0.016144967710064587,0
sigminer,SP56303,SBS17a,0.002604994790010421,0.002604994790010421,0
sigminer,SP56303,SBS17b,0.0035809928380143258,0.0035809928380143258,0
sigminer,SP56303,SBS18,0.2772074455851089,0.2772074455851089,0
sigminer,SP56303,SBS19,0.006328987342025319,0.006328987342025319,0
sigminer,SP56303,SBS2,0.02587694824610352,0.02587694824610352,0
sigminer,SP56303,SBS20,0,0,0
sigminer,SP56303,SBS21,0.011582976834046336,0.011582976834046336,0
sigminer,SP56303,SBS22,0.017059965880068244,0.017059965880068244,0
sigminer,SP56303,SBS23,0.0006379987240025522,0.0006379987240025522,0
sigminer,SP56303,SBS24,0.0009939980120039764,0.0009939980120039764,0
sigminer,SP56303,SBS25,0,0,0
sigminer,SP56303,SBS26,0,0,0
sigminer,SP56303,SBS27,0,0,0
sigminer,SP56303,SBS28,0.0004539990920018162,0.0004539990920018162,0
sigminer,SP56303,SBS29,0.006155987688024627,0.006155987688024627,0
sigminer,SP56303,SBS3,0.011906976186047632,0.011906976186047632,0
sigminer,SP56303,SBS30,0.01579596840806319,0.01579596840806319,0
sigminer,SP56303,SBS31,0,0,0
sigminer,SP56303,SBS32,0.012152975694048617,0.012152975694048617,0
sigminer,SP56303,SBS33,0.0008009983980032043,0.0008009983980032043,0
sigminer,SP56303,SBS34,0.0009549980900038203,0.0009549980900038203,0
sigminer,SP56303,SBS35,0,0,0
sigminer,SP56303,SBS36,0.01726096547806905,0.01726096547806905,0
sigminer,SP56303,SBS37,0,0,0
sigminer,SP56303,SBS38,0,0,0
sigminer,SP56303,SBS39,0.06036387927224148,0.06036387927224148,0
sigminer,SP56303,SBS4,0,0,0
sigminer,SP56303,SBS40,0.2507824984350032,0.2507824984350032,0
sigminer,SP56303,SBS41,0,0,0
sigminer,SP56303,SBS42,0.01796596406807187,0.01796596406807187,0
sigminer,SP56303,SBS43,0,0,0
sigminer,SP56303,SBS44,0,0,0
sigminer,SP56303,SBS45,0,0,0
sigminer,SP56303,SBS46,0,0,0
sigminer,SP56303,SBS47,0,0,0
sigminer,SP56303,SBS48,0,0,0
sigminer,SP56303,SBS49,0,0,0
sigminer,SP56303,SBS5,0,0,0
sigminer,SP56303,SBS50,0.03061193877612246,0.03061193877612246,0
sigminer,SP56303,SBS51,0.012745974508050989,0.012745974508050989,0
sigminer,SP56303,SBS52,0,0,0
sigminer,SP56303,SBS53,0,0,0
sigminer,SP56303,SBS54,0,0,0
sigminer,SP56303,SBS55,0,0,0
sigminer,SP56303,SBS56,0.006113987772024458,0.006113987772024458,0
sigminer,SP56303,SBS57,0.005057989884020234,0.005057989884020234,0
sigminer,SP56303,SBS58,0,0,0
sigminer,SP56303,SBS59,0.0016839966320067365,0.0016839966320067365,0
sigminer,SP56303,SBS6,0.010317979364041276,0.010317979364041276,0
sigminer,SP56303,SBS60,0,0,0
sigminer,SP56303,SBS7a,0,0,0
sigminer,SP56303,SBS7b,0,0,0
sigminer,SP56303,SBS7c,0,0,0
sigminer,SP56303,SBS7d,0.0021799956400087206,0.0021799956400087206,0
sigminer,SP56303,SBS8,0.07620684758630486,0.07620684758630486,0
sigminer,SP56303,SBS84,0.0035899928200143613,0.0035899928200143613,0
sigminer,SP56303,SBS85,0,0,0
sigminer,SP56303,SBS9,0,0,0
sigprofilerassignment,SP50263,SBS1,0.13022398913992048,0.13022398913992048,0
sigprofilerassignment,SP50263,SBS10a,0,0,0
sigprofilerassignment,SP50263,SBS10b,0,0,0
sigprofilerassignment,SP50263,SBS11,0,0,0
sigprofilerassignment,SP50263,SBS12,0,0,0
sigprofilerassignment,SP50263,SBS13,0.05090662270920198,0.05090662270920198,0
sigprofilerassignment,SP50263,SBS14,0,0,0
sigprofilerassignment,SP50263,SBS15,0,0,0
sigprofilerassignment,SP50263,SBS16,0,0,0
sigprofilerassignment,SP50263,SBS17a,0,0,0
sigprofilerassignment,SP50263,SBS17b,0,0,0
sigprofilerassignment,SP50263,SBS18,0,0,0
sigprofilerassignment,SP50263,SBS19,0,0,0
sigprofilerassignment,SP50263,SBS2,0.02724716377387763,0.02724716377387763,0
sigprofilerassignment,SP50263,SBS20,0,0,0
sigprofilerassignment,SP50263,SBS21,0,0,0
sigprofilerassignment,SP50263,SBS22,0,0,0
sigprofilerassignment,SP50263,SBS23,0,0,0
sigprofilerassignment,SP50263,SBS24,0,0,0
sigprofilerassignment,SP50263,SBS25,0,0,0
sigprofilerassignment,SP50263,SBS26,0,0,0
sigprofilerassignment,SP50263,SBS27,0,0,0
sigprofilerassignment,SP50263,SBS28,0,0,0
sigprofilerassignment,SP50263,SBS29,0,0,0
sigprofilerassignment,SP50263,SBS3,0,0,0
sigprofilerassignment,SP50263,SBS30,0,0,0
sigprofilerassignment,SP50263,SBS31,0,0,0
sigprofilerassignment,SP50263,SBS32,0,0,0
sigprofilerassignment,SP50263,SBS33,0,0,0
sigprofilerassignment,SP50263,SBS34,0,0,0
sigprofilerassignment,SP50263,SBS35,0,0,0
sigprofilerassignment,SP50263,SBS36,0,0,0
sigprofilerassignment,SP50263,SBS37,0,0,0
sigprofilerassignment,SP50263,SBS38,0,0,0
sigprofilerassignment,SP50263,SBS39,0,0,0
sigprofilerassignment,SP50263,SBS4,0,0,0
sigprofilerassignment,SP50263,SBS40,0.5955590031998449,0.5955590031998449,0
sigprofilerassignment,SP50263,SBS41,0,0,0
sigprofilerassignment,SP50263,SBS42,0,0,0
sigprofilerassignment,SP50263,SBS43,0,0,0
sigprofilerassignment,SP50263,SBS44,0,0,0
sigprofilerassignment,SP50263,SBS45,0,0,0
sigprofilerassignment,SP50263,SBS46,0,0,0
sigprofilerassignment,SP50263,SBS47,0,0,0
sigprofilerassignment,SP50263,SBS48,0,0,0
sigprofilerassignment,SP50263,SBS49,0,0,0
sigprofilerassignment,SP50263,SBS5,0.19606322117715505,0.19606322117715505,0
sigprofilerassignment,SP50263,SBS50,0,0,0
sigprofilerassignment,SP50263,SBS51,0,0,0
sigprofilerassignment,SP50263,SBS52,0,0,0
sigprofilerassignment,SP50263,SBS53,0,0,0
sigprofilerassignment,SP50263,SBS54,0,0,0
sigprofilerassignment,SP50263,SBS55,0,0,0
sigprofilerassignment,SP50263,SBS56,0,0,0
sigprofilerassignment,SP50263,SBS57,0,0,0
sigprofilerassignment,SP50263,SBS58,0,0,0
sigprofilerassignment,SP50263,SBS59,0,0,0
sigprofilerassignment,SP50263,SBS6,0,0,0
sigprofilerassignment,SP50263,SBS60,0,0,0
sigprofilerassignment,SP50263,SBS7a,0,0,0
sigprofilerassignment,SP50263,SBS7b,0,0,0
sigprofilerassignment,SP50263,SBS7c,0,0,0
sigprofilerassignment,SP50263,SBS7d,0,0,0
sigprofilerassignment,SP50263,SBS8,0,0,0
sigprofilerassignment,SP50263,SBS84,0,0,0
sigprofilerassignment,SP50263,SBS85,0,0,0
sigprofilerassignment,SP50263,SBS9,0,0,0
sigprofilerassignment,SP50317,SBS1,0.021911364199059175,0.021911364199059175,0
sigprofilerassignment,SP50317,SBS10a,0,0,0
sigprofilerassignment,SP50317,SBS10b,0,0,0
sigprofilerassignment,SP50317,SBS11,0,0,0
sigprofilerassignment,SP50317,SBS12,0,0,0
sigprofilerassignment,SP50317,SBS13,0.29363703887100767,0.29363703887100767,0
sigprofilerassignment,SP50317,SBS14,0,0,0
sigprofilerassignment,SP50317,SBS15,0,0,0
sigprofilerassignment,SP50317,SBS16,0,0,0
sigprofilerassignment,SP50317,SBS17a,0,0,0
sigprofilerassignment,SP50317,SBS17b,0,0,0
sigprofilerassignment,SP50317,SBS18,0.22078484773458776,0.22078484773458776,0
sigprofilerassignment,SP50317,SBS19,0,0,0
sigprofilerassignment,SP50317,SBS2,0.16538747214657093,0.16538747214657093,0
sigprofilerassignment,SP50317,SBS20,0,0,0
sigprofilerassignment,SP50317,SBS21,0,0,0
sigprofilerassignment,SP50317,SBS22,0,0,0
sigprofilerassignment,SP50317,SBS23,0,0,0
sigprofilerassignment,SP50317,SBS24,0,0,0
sigprofilerassignment,SP50317,SBS25,0,0,0
sigprofilerassignment,SP50317,SBS26,0,0,0
sigprofilerassignment,SP50317,SBS27,0,0,0
sigprofilerassignment,SP50317,SBS28,0,0,0
sigprofilerassignment,SP50317,SBS29,0,0,0
sigprofilerassignment,SP50317,SBS3,0,0,0
sigprofilerassignment,SP50317,SBS30,0,0,0
sigprofilerassignment,SP50317,SBS31,0,0,0
sigprofilerassignment,SP50317,SBS32,0,0,0
sigprofilerassignment,SP50317,SBS33,0,0,0
sigprofilerassignment,SP50317,SBS34,0,0,0
sigprofilerassignment,SP50317,SBS35,0,0,0
sigprofilerassignment,SP50317,SBS36,0,0,0
sigprofilerassignment,SP50317,SBS37,0,0,0
sigprofilerassignment,SP50317,SBS38,0,0,0
sigprofilerassignment,SP50317,SBS39,0,0,0
sigprofilerassignment,SP50317,SBS4,0,0,0
sigprofilerassignment,SP50317,SBS40,0,0,0
sigprofilerassignment,SP50317,SBS41,0,0,0
sigprofilerassignment,SP50317,SBS42,0,0,0
sigprofilerassignment,SP50317,SBS43,0,0,0
sigprofilerassignment,SP50317,SBS44,0,0,0
sigprofilerassignment,SP50317,SBS45,0,0,0
sigprofilerassignment,SP50317,SBS46,0,0,0
sigprofilerassignment,SP50317,SBS47,0,0,0
sigprofilerassignment,SP50317,SBS48,0,0,0
sigprofilerassignment,SP50317,SBS49,0,0,0
sigprofilerassignment,SP50317,SBS5,0.29827927704877444,0.29827927704877444,0
sigprofilerassignment,SP50317,SBS50,0,0,0
sigprofilerassignment,SP50317,SBS51,0,0,0
sigprofilerassignment,SP50317,SBS52,0,0,0
sigprofilerassignment,SP50317,SBS53,0,0,0
sigprofilerassignment,SP50317,SBS54,0,0,0
sigprofilerassignment,SP50317,SBS55,0,0,0
sigprofilerassignment,SP50317,SBS56,0,0,0
sigprofilerassignment,SP50317,SBS57,0,0,0
sigprofilerassignment,SP50317,SBS58,0,0,0
sigprofilerassignment,SP50317,SBS59,0,0,0
sigprofilerassignment,SP50317,SBS6,0,0,0
sigprofilerassignment,SP50317,SBS60,0,0,0
sigprofilerassignment,SP50317,SBS7a,0,0,0
sigprofilerassignment,SP50317,SBS7b,0,0,0
sigprofilerassignment,SP50317,SBS7c,0,0,0
sigprofilerassignment,SP50317,SBS7d,0,0,0
sigprofilerassignment,SP50317,SBS8,0,0,0
sigprofilerassignment,SP50317,SBS84,0,0,0
sigprofilerassignment,SP50317,SBS85,0,0,0
sigprofilerassignment,SP50317,SBS9,0,0,0
sigprofilerassignment,SP50321,SBS1,0.026758228747336018,0.026758228747336018,0
sigprofilerassignment,SP50321,SBS10a,0,0,0
sigprofilerassignment,SP50321,SBS10b,0,0,0
sigprofilerassignment,SP50321,SBS11,0,0,0
sigprofilerassignment,SP50321,SBS12,0,0,0
sigprofilerassignment,SP50321,SBS13,0,0,0
sigprofilerassignment,SP50321,SBS14,0,0,0
sigprofilerassignment,SP50321,SBS15,0,0,0
sigprofilerassignment,SP50321,SBS16,0,0,0
sigprofilerassignment,SP50321,SBS17a,0,0,0
sigprofilerassignment,SP50321,SBS17b,0,0,0
sigprofilerassignment,SP50321,SBS18,0,0,0
sigprofilerassignment,SP50321,SBS19,0,0,0
sigprofilerassignment,SP50321,SBS2,0,0,0
sigprofilerassignment,SP50321,SBS20,0,0,0
sigprofilerassignment,SP50321,SBS21,0,0,0
sigprofilerassignment,SP50321,SBS22,0,0,0
sigprofilerassignment,SP50321,SBS23,0,0,0
sigprofilerassignment,SP50321,SBS24,0,0,0
sigprofilerassignment,SP50321,SBS25,0,0,0
sigprofilerassignment,SP50321,SBS26,0,0,0
sigprofilerassignment,SP50321,SBS27,0,0,0
sigprofilerassignment,SP50321,SBS28,0,0,0
sigprofilerassignment,SP50321,SBS29,0,0,0
sigprofilerassignment,SP50321,SBS3,0,0,0
sigprofilerassignment,SP50321,SBS30,0,0,0
sigprofilerassignment,SP50321,SBS31,0,0,0
sigprofilerassignment,SP50321,SBS32,0,0,0
sigprofilerassignment,SP50321,SBS33,0,0,0
sigprofilerassignment,SP50321,SBS34,0,0,0
sigprofilerassignment,SP50321,SBS35,0,0,0
sigprofilerassignment,SP50321,SBS36,0,0,0
sigprofilerassignment,SP50321,SBS37,0,0,0
sigprofilerassignment,SP50321,SBS38,0,0,0
sigprofilerassignment,SP50321,SBS39,0,0,0
sigprofilerassignment,SP50321,SBS4,0.5572657668324256,0.5572657668324256,0
sigprofilerassignment,SP50321,SBS40,0.361670218643934,0.361670218643934,0
sigprofilerassignment,SP50321,SBS41,0,0,0
sigprofilerassignment,SP50321,SBS42,0,0,0
sigprofilerassignment,SP50321,SBS43,0,0,0
sigprofilerassignment,SP50321,SBS44,0,0,0
sigprofilerassignment,SP50321,SBS45,0,0,0
sigprofilerassignment,SP50321,SBS46,0,0,0
sigprofilerassignment,SP50321,SBS47,0,0,0
sigprofilerassignment,SP50321,SBS48,0,0,0
sigprofilerassignment,SP50321,SBS49,0,0,0
sigprofilerassignment,SP50321,SBS5,0.05430578577630436,0.05430578577630436,0
sigprofilerassignment,SP50321,SBS50,0,0,0
sigprofilerassignment,SP50321,SBS51,0,0,0
sigprofilerassignment,SP50321,SBS52,0,0,0
sigprofilerassignment,SP50321,SBS53,0,0,0
sigprofilerassignment,SP50321,SBS54,0,0,0
sigprofilerassignment,SP50321,SBS55,0,0,0
sigprofilerassignment,SP50321,SBS56,0,0,0
sigprofilerassignment,SP50321,SBS57,0,0,0
sigprofilerassignment,SP50321,SBS58,0,0,0
sigprofilerassignment,SP50321,SBS59,0,0,0
sigprofilerassignment,SP50321,SBS6,0,0,0
sigprofilerassignment,SP50321,SBS60,0,0,0
sigprofilerassignment,SP50321,SBS7a,0,0,0
sigprofilerassignment,SP50321,SBS7b,0,0,0
sigprofilerassignment,SP50321,SBS7c,0,0,0
sigprofilerassignment,SP50321,SBS7d,0,0,0
sigprofilerassignment,SP50321,SBS8,0,0,0
sigprofilerassignment,SP50321,SBS84,0,0,0
sigprofilerassignment,SP50321,SBS85,0,0,0
sigprofilerassignment,SP50321,SBS9,0,0,0
sigprofilerassignment,SP50406,SBS1,0.25894378194207834,0.25894378194207834,0
sigprofilerassignment,SP50406,SBS10a,0,0,0
sigprofilerassignment,SP50406,SBS10b,0,0,0
sigprofilerassignment,SP50406,SBS11,0,0,0
sigprofilerassignment,SP50406,SBS12,0,0,0
sigprofilerassignment,SP50406,SBS13,0,0,0
sigprofilerassignment,SP50406,SBS14,0,0,0
sigprofilerassignment,SP50406,SBS15,0,0,0
sigprofilerassignment,SP50406,SBS16,0,0,0
sigprofilerassignment,SP50406,SBS17a,0,0,0
sigprofilerassignment,SP50406,SBS17b,0,0,0
sigprofilerassignment,SP50406,SBS18,0,0,0
sigprofilerassignment,SP50406,SBS19,0,0,0
sigprofilerassignment,SP50406,SBS2,0,0,0
sigprofilerassignment,SP50406,SBS20,0,0,0
sigprofilerassignment,SP50406,SBS21,0,0,0
sigprofilerassignment,SP50406,SBS22,0,0,0
sigprofilerassignment,SP50406,SBS23,0,0,0
sigprofilerassignment,SP50406,SBS24,0,0,0
sigprofilerassignment,SP50406,SBS25,0,0,0
sigprofilerassignment,SP50406,SBS26,0,0,0
sigprofilerassignment,SP50406,SBS27,0,0,0
sigprofilerassignment,SP50406,SBS28,0,0,0
sigprofilerassignment,SP50406,SBS29,0,0,0
sigprofilerassignment,SP50406,SBS3,0,0,0
sigprofilerassignment,SP50406,SBS30,0,0,0
sigprofilerassignment,SP50406,SBS31,0,0,0
sigprofilerassignment,SP50406,SBS32,0,0,0
sigprofilerassignment,SP50406,SBS33,0,0,0
sigprofilerassignment,SP50406,SBS34,0,0,0
sigprofilerassignment,SP50406,SBS35,0,0,0
sigprofilerassignment,SP50406,SBS36,0,0,0
sigprofilerassignment,SP50406,SBS37,0,0,0
sigprofilerassignment,SP50406,SBS38,0,0,0
sigprofilerassignment,SP50406,SBS39,0,0,0
sigprofilerassignment,SP50406,SBS4,0,0,0
sigprofilerassignment,SP50406,SBS40,0.5229982964224872,0.5229982964224872,0
sigprofilerassignment,SP50406,SBS41,0,0,0
sigprofilerassignment,SP50406,SBS42,0,0,0
sigprofilerassignment,SP50406,SBS43,0,0,0
sigprofilerassignment,SP50406,SBS44,0,0,0
sigprofilerassignment,SP50406,SBS45,0,0,0
sigprofilerassignment,SP50406,SBS46,0,0,0
sigprofilerassignment,SP50406,SBS47,0,0,0
sigprofilerassignment,SP50406,SBS48,0,0,0
sigprofilerassignment,SP50406,SBS49,0,0,0
sigprofilerassignment,SP50406,SBS5,0.21805792163543442,0.21805792163543442,0
sigprofilerassignment,SP50406,SBS50,0,0,0
sigprofilerassignment,SP50406,SBS51,0,0,0
sigprofilerassignment,SP50406,SBS52,0,0,0
sigprofilerassignment,SP50406,SBS53,0,0,0
sigprofilerassignment,SP50406,SBS54,0,0,0
sigprofilerassignment,SP50406,SBS55,0,0,0
sigprofilerassignment,SP50406,SBS56,0,0,0
sigprofilerassignment,SP50406,SBS57,0,0,0
sigprofilerassignment,SP50406,SBS58,0,0,0
sigprofilerassignment,SP50406,SBS59,0,0,0
sigprofilerassignment,SP50406,SBS6,0,0,0
sigprofilerassignment,SP50406,SBS60,0,0,0
sigprofilerassignment,SP50406,SBS7a,0,0,0
sigprofilerassignment,SP50406,SBS7b,0,0,0
sigprofilerassignment,SP50406,SBS7c,0,0,0
sigprofilerassignment,SP50406,SBS7d,0,0,0
sigprofilerassignment,SP50406,SBS8,0,0,0
sigprofilerassignment,SP50406,SBS84,0,0,0
sigprofilerassignment,SP50406,SBS85,0,0,0
sigprofilerassignment,SP50406,SBS9,0,0,0
sigprofilerassignment,SP50412,SBS1,0.1095759885659838,0.1095759885659838,0
sigprofilerassignment,SP50412,SBS10a,0,0,0
sigprofilerassignment,SP50412,SBS10b,0,0,0
sigprofilerassignment,SP50412,SBS11,0,0,0
sigprofilerassignment,SP50412,SBS12,0,0,0
sigprofilerassignment,SP50412,SBS13,0,0,0
sigprofilerassignment,SP50412,SBS14,0,0,0
sigprofilerassignment,SP50412,SBS15,0,0,0
sigprofilerassignment,SP50412,SBS16,0,0,0
sigprofilerassignment,SP50412,SBS17a,0,0,0
sigprofilerassignment,SP50412,SBS17b,0,0,0
sigprofilerassignment,SP50412,SBS18,0,0,0
sigprofilerassignment,SP50412,SBS19,0,0,0
sigprofilerassignment,SP50412,SBS2,0,0,0
sigprofilerassignment,SP50412,SBS20,0,0,0
sigprofilerassignment,SP50412,SBS21,0,0,0
sigprofilerassignment,SP50412,SBS22,0,0,0
sigprofilerassignment,SP50412,SBS23,0,0,0
sigprofilerassignment,SP50412,SBS24,0,0,0
sigprofilerassignment,SP50412,SBS25,0,0,0
sigprofilerassignment,SP50412,SBS26,0,0,0
sigprofilerassignment,SP50412,SBS27,0,0,0
sigprofilerassignment,SP50412,SBS28,0,0,0
sigprofilerassignment,SP50412,SBS29,0,0,0
sigprofilerassignment,SP50412,SBS3,0,0,0
sigprofilerassignment,SP50412,SBS30,0,0,0
sigprofilerassignment,SP50412,SBS31,0,0,0
sigprofilerassignment,SP50412,SBS32,0,0,0
sigprofilerassignment,SP50412,SBS33,0,0,0
sigprofilerassignment,SP50412,SBS34,0,0,0
sigprofilerassignment,SP50412,SBS35,0,0,0
sigprofilerassignment,SP50412,SBS36,0,0,0
sigprofilerassignment,SP50412,SBS37,0,0,0
sigprofilerassignment,SP50412,SBS38,0,0,0
sigprofilerassignment,SP50412,SBS39,0,0,0
sigprofilerassignment,SP50412,SBS4,0,0,0
sigprofilerassignment,SP50412,SBS40,0,0,0
sigprofilerassignment,SP50412,SBS41,0,0,0
sigprofilerassignment,SP50412,SBS42,0,0,0
sigprofilerassignment,SP50412,SBS43,0,0,0
sigprofilerassignment,SP50412,SBS44,0,0,0
sigprofilerassignment,SP50412,SBS45,0,0,0
sigprofilerassignment,SP50412,SBS46,0,0,0
sigprofilerassignment,SP50412,SBS47,0,0,0
sigprofilerassignment,SP50412,SBS48,0,0,0
sigprofilerassignment,SP50412,SBS49,0,0,0
sigprofilerassignment,SP50412,SBS5,0.8904240114340162,0.8904240114340162,0
sigprofilerassignment,SP50412,SBS50,0,0,0
sigprofilerassignment,SP50412,SBS51,0,0,0
sigprofilerassignment,SP50412,SBS52,0,0,0
sigprofilerassignment,SP50412,SBS53,0,0,0
sigprofilerassignment,SP50412,SBS54,0,0,0
sigprofilerassignment,SP50412,SBS55,0,0,0
sigprofilerassignment,SP50412,SBS56,0,0,0
sigprofilerassignment,SP50412,SBS57,0,0,0
sigprofilerassignment,SP50412,SBS58,0,0,0
sigprofilerassignment,SP50412,SBS59,0,0,0
sigprofilerassignment,SP50412,SBS6,0,0,0
sigprofilerassignment,SP50412,SBS60,0,0,0
sigprofilerassignment,SP50412,SBS7a,0,0,0
sigprofilerassignment,SP50412,SBS7b,0,0,0
sigprofilerassignment,SP50412,SBS7c,0,0,0
sigprofilerassignment,SP50412,SBS7d,0,0,0
sigprofilerassignment,SP50412,SBS8,0,0,0
sigprofilerassignment,SP50412,SBS84,0,0,0
sigprofilerassignment,SP50412,SBS85,0,0,0
sigprofilerassignment,SP50412,SBS9,0,0,0
sigprofilerassignment,SP50485,SBS1,0.17872523686477174,0.17872523686477174,0
sigprofilerassignment,SP50485,SBS10a,0,0,0
sigprofilerassignment,SP50485,SBS10b,0,0,0
sigprofilerassignment,SP50485,SBS11,0,0,0
sigprofilerassignment,SP50485,SBS12,0,0,0
sigprofilerassignment,SP50485,SBS13,0,0,0
sigprofilerassignment,SP50485,SBS14,0,0,0
sigprofilerassignment,SP50485,SBS15,0,0,0
sigprofilerassignment,SP50485,SBS16,0,0,0
sigprofilerassignment,SP50485,SBS17a,0,0,0
sigprofilerassignment,SP50485,SBS17b,0,0,0
sigprofilerassignment,SP50485,SBS18,0,0,0
sigprofilerassignment,SP50485,SBS19,0,0,0
sigprofilerassignment,SP50485,SBS2,0,0,0
