checkId,heapCapMiB,passed,status,signal,elapsedMs,peakRssMiB,peakHeapUsedMiB,stderr
single_500_parallel_2,128,true,0,,898.7398,143.140625,8.710121154785156,
single_500_parallel_2,256,true,0,,892.696,142.86328125,8.640701293945312,
single_500_parallel_2,512,true,0,,888.9630999999999,138.9765625,8.742057800292969,
cohort_120_iter25_parallel_4,256,true,0,,2934.1781,388.875,19.327720642089844,
cohort_120_iter25_parallel_4,512,true,0,,2983.6069,390.70703125,19.325363159179688,
cohort_120_iter25_parallel_4,1024,true,0,,3077.6963,395.01171875,19.296409606933594,
